Scenario_ID,Initial_API,Initial_Deg,True_Degradation,Volatility_Loss,Stressed_API,Stressed_Deg,SMB,AMB,AMBD,Loss_API,Delta_Deg,RMB,AMBS_Score,Method_Selected,True_Balance,Error_Static,Error_Adaptive
10,98.76829115359376,0.3981868152828222,13.657879307132665,4.048629844471388,85.1104118464611,10.007436277944098,95.1178481244052,95.91734028736802,4.08265971263198,13.65787930713266,9.609249462661277,70.35681928777159,70.35681928777159,RMB (High Sens),95.9008809434848,0.016459343883227007,25.544061655713207
11,98.76713512321487,0.19833085305328654,15.681565394179291,1.0520984830096558,83.08556972903558,14.827797764222922,97.9133674932585,98.93690342117729,1.0630965788227087,15.681565394179287,14.629466911169635,93.29085804533153,93.29085804533153,RMB (High Sens),98.93476865386737,0.002134767309925678,5.643910608535833
12,99.12098113578301,0.3915288720370982,17.542163893573225,1.937205786614272,81.5788172422098,15.996486978996053,97.57530422120584,98.05330426650676,1.946695733493243,17.542163893573218,15.604958106958955,88.95685960770221,97.57530422120584,SMB (High Purity),98.04561479878761,0.007689467719146137,0.4703105775817704
13,98.04335987767111,0.39911065530884027,3.5289343627046668,2.630534469450053,94.51442551496645,1.2975105485634542,95.8119360635299,97.32784594371921,2.672154056280789,3.5289343627046605,0.8983998932546139,25.45810720509005,97.32784594371921,AMB (Standard),97.31696825493111,0.010877688788099249,0.010877688788099249
14,98.13754108374349,0.2589815702668108,16.545682711082193,0.3418090269227644,81.59185837266129,16.46285525442624,98.05471362708754,99.65262082672915,0.347379173270852,16.545682711082193,16.20387368415943,97.93414975440196,97.93414975440196,RMB (High Sens),99.65170410512825,0.0009167216009018375,1.7175543507262887
15,98.71885623537952,0.1841681934966073,5.468616077302739,0.3692675577421421,93.25024015807678,5.283516713057204,98.53375687113399,99.62663673848752,0.37336326151248045,5.468616077302741,5.099348519560596,93.24751358438246,93.24751358438246,RMB (High Sens),99.62594019843415,0.0006965400533687216,6.3784266140516905
16,98.49358443983279,0.30850832275674767,8.833059603245987,2.131896866722328,89.6605248365868,7.009671059280406,96.67019589586721,97.84225535399838,2.1577446460016176,8.833059603245985,6.701162736523659,75.86457057372404,75.86457057372404,RMB (High Sens),97.83549671905315,0.006758634945228437,21.970926145329116
17,99.15712366629764,0.4685590352000786,18.07815187406031,2.0994143535903245,81.07897179223733,16.447296555670064,97.52626834790739,97.89269764917881,2.107302350821186,18.07815187406031,15.978737520469986,88.38700787439065,97.52626834790739,SMB (High Purity),97.88273976093168,0.009957888247129176,0.35647141302429475
18,98.5459879622394,0.3558466929728248,9.362820219160739,0.09310566704157557,89.18316774307866,9.625561245091989,98.80872898817064,99.90586052587786,0.0941394741221444,9.362820219160739,9.269714552119163,99.00558095891837,99.00558095891837,RMB (High Sens),99.90552059097804,0.0003399348998129881,0.8999396320596702
19,98.29384814933235,0.1691689990509045,4.342738913864165,0.5840146942071787,93.95110923546818,3.927893218707891,97.87900245417607,99.40686898378598,0.5931310162140164,4.342738913864167,3.7587242196569863,86.55192711809781,99.40686898378598,AMB (Standard),99.40584817340763,0.001020810378349779,0.001020810378349779
20,99.73282438446078,0.37310276989340796,3.6174387771237972,0.7625741447427404,96.11538560733699,3.227967402274465,99.34335300961145,99.23823277360299,0.7617672263970121,3.6174387771237946,2.854864632381057,78.91950101366868,99.34335300961145,SMB (High Purity),99.23538298504103,0.002849788561960054,0.10797002457042026
21,98.88711184975674,0.27088121091273387,9.72318344971661,2.649492042009773,89.16392840004012,7.34457261861957,96.50850101865969,97.32800961351779,2.671990386482207,9.723183449716615,7.0736914077068365,72.75077596024377,72.75077596024377,RMB (High Sens),97.32069023713095,0.007319376386845988,24.569914276887175
22,99.03376410234397,0.33661151894214925,15.372112267542805,0.8219146894445273,83.66165183480116,14.886809097040427,98.54846093184159,99.17287754594291,0.8271224540570898,15.372112267542803,14.550197578098278,94.6532091677476,98.54846093184159,SMB (High Purity),99.17006619217752,0.002811353765395097,0.6216052603359259
23,98.28762590689327,0.39362561400924323,19.945500307498875,3.904094560033521,78.3421255993944,16.435031361474596,94.777156960869,96.04373221877253,3.956267781227467,19.945500307498875,16.041405747465355,80.42618886543696,80.42618886543696,RMB (High Sens),96.02788802353226,0.015844195240276804,15.6016991580953
24,98.72780863773741,0.3059789406057779,15.854468254402587,8.529404792622731,82.87334038333482,7.631042402385635,90.50438278572045,91.38737899338109,8.612621006618909,15.85446825440259,7.325063461779857,46.20188671257251,46.20188671257251,RMB (High Sens),91.36068660865377,0.026692384727326157,45.158799896081256
25,99.05546129485494,0.4255935898293235,17.601733199385645,2.2761509179328496,81.45372809546929,15.751175871282118,97.2049039667514,97.7119754906386,2.2880245093614064,17.60173319938565,15.325582281452794,87.06859777869886,97.2049039667514,SMB (High Purity),97.70214495174828,0.009830538890312823,0.4972409849968784
26,98.42450321128885,0.38886223172665113,15.082731038230317,1.6466590648721695,83.34177217305853,13.8249342050848,97.16670637814333,98.33356645885948,1.6664335411405204,15.082731038230321,13.436071973358148,89.08248737779402,89.08248737779402,RMB (High Sens),98.32698259971171,0.006583859147767157,9.244495221917688
27,99.18784900917284,0.34602933600740426,17.960984464744065,0.7461169146420932,81.22686454442876,17.560896886109376,98.78776143053814,99.25038898609517,0.7496110139048255,17.960984464744072,17.21486755010197,95.84590189860323,98.78776143053814,SMB (High Purity),99.2477738734176,0.002615112677574416,0.4600124428794601
28,98.6996806550406,0.1603171263329406,1.9877240946213084,0.1040885366329315,96.71195656041928,2.0439526843213174,98.7559092447406,99.89471116835028,0.10528883164971603,1.9877240946213135,1.8836355579883768,94.76343135777267,99.89471116835028,AMB (Standard),99.89454014851707,0.00017101983321765601,0.00017101983321765601
29,98.85415312510337,0.4343796443646274,18.633666180142086,1.2769444124917704,80.22048694496128,17.791101412014946,98.01158835697623,98.71390544620434,1.2860945537956638,18.633666180142086,17.356721767650317,93.14711125472125,93.14711125472125,RMB (High Sens),98.70825415814775,0.005651288056583326,5.5611429034265
30,98.6991466938853,0.47436223412792644,8.229919997650295,0.6734318581144386,90.469226696235,8.030850373663784,98.50007706989878,99.32095590304941,0.6790440969505909,8.229919997650299,7.556488139535857,91.81727333550373,91.81727333550373,RMB (High Sens),99.31769231987073,0.0032635831786791414,7.500418984367002
31,99.92613909225447,0.15478604952371794,18.47147735396867,0.6482482898770096,81.45466173828581,17.978015113615378,99.43267685190119,99.352275881784,0.6477241182160043,18.471477353968666,17.82322906409166,96.49054443532246,99.43267685190119,SMB (High Purity),99.35127255414268,0.0010033276413139447,0.08140429775851032
32,98.99325138763103,0.29529645177337227,1.9767903304597736,1.7457309641458343,97.01646105717126,0.5263558180873114,97.54281687525857,98.2417599993813,1.7582400006186987,1.976790330459778,0.23105936631393909,11.68861273518054,98.2417599993813,AMB (Standard),98.23651517686794,0.005244822513361669,0.005244822513361669
33,98.47114453552204,0.2035554967882018,14.447237663862149,0.9344227585897837,84.02390687165989,13.716370402060566,97.74027727372045,99.05302700866197,0.9469729913380291,14.447237663862154,13.512814905272364,93.53217009140008,93.53217009140008,RMB (High Sens),99.05106946507289,0.0019575435890857307,5.518899373672809
34,99.41127245605159,0.40180932297022587,14.845930599068987,2.092057516151087,84.5653418569826,13.155682405888127,97.72102426287073,97.90402472415116,2.0959752758488435,14.845930599068993,12.7538730829179,85.90820897221299,97.72102426287073,SMB (High Purity),97.89555302485847,0.00847169929268432,0.17452876198774447
35,98.38957817501449,0.38865185440188,19.93976234130657,0.7616784306067428,78.44981583370793,19.566735765101704,98.01655159880963,99.22890050734871,0.7710994926512882,19.93976234130656,19.178083910699826,96.180102763668,96.180102763668,RMB (High Sens),99.22585456230753,0.0030459450411797206,3.045751798639529
36,99.10443179750237,0.1563540482281595,15.492677778451368,0.24530279002537028,83.611754019051,15.403729036654157,99.01548305570516,99.75287039293987,0.2471296070601312,15.492677778451366,15.247374988425998,98.4166533795303,99.01548305570516,SMB (High Purity),99.75248050407413,0.00038988886574031767,0.7369974483689674
37,98.0201649380601,0.4508109085046549,7.960187263404331,0.9280270155626726,90.05997767465577,7.482971156346313,97.54294883100208,99.0575628934472,0.9424371065528021,7.960187263404336,7.032160247841658,88.34164342051183,88.34164342051183,RMB (High Sens),99.05322846972447,0.004334423722724523,10.711585049212644
38,98.33590697555078,0.1723892255912009,11.366346756561635,4.524285611828072,86.96956021898914,7.014450370324765,93.98401058931391,95.4072034678277,4.592796532172301,11.36634675656164,6.842061144733564,60.19578050250608,60.19578050250608,RMB (High Sens),95.39915199749676,0.008051470330940447,35.20337149499068
39,99.09843061793457,0.41890361025924305,7.647743294248509,2.4256353940603814,91.45068732368605,5.641011510447371,97.09169883413342,97.56260011095314,2.4373998890468584,7.647743294248514,5.222107900188128,68.2829914559948,97.09169883413342,SMB (High Purity),97.5522968639007,0.010303247052448228,0.4605980297672687
40,99.36923328999771,0.282792143851202,4.322363583444734,0.34553410190026124,95.04686970655297,4.259621625395674,99.30649133194865,99.65325932875331,0.3467406712466925,4.322363583444741,3.9768294815444722,92.00589919775113,99.30649133194865,SMB (High Purity),99.65227254909792,0.0009867796553919561,0.34578121714926624
41,99.08568414059499,0.2313089174232605,5.345795386294334,0.7446458514115328,93.73988875430067,4.832458452306062,98.57234720660672,99.25023318922219,0.7497668107778139,5.345795386294327,4.6011495348828015,86.07043858579651,98.57234720660672,SMB (High Purity),99.24848290863599,0.0017502805861937532,0.6761357020292706
42,98.94217585880588,0.1632957050696854,4.829205418349258,3.9423086318943867,94.11297044045662,1.0501924915245566,95.16316293198118,96.02210799294417,3.9778920070558286,4.829205418349261,0.8868967864548712,18.365273572438632,96.02210799294417,AMB (Standard),96.01554281814036,0.006565174803810692,0.006565174803810692
43,98.84944815220535,0.16704570245865175,11.201898938182651,0.19806856016357247,87.6475492140227,11.170876080477731,98.81842529450043,99.79996407421343,0.20003592578656537,11.201898938182651,11.00383037801908,98.2318305025192,98.2318305025192,RMB (High Sens),99.79962603346192,0.00033804075151522284,1.5677955309427176
44,98.26073900481629,0.36475622188036017,18.17013237337192,0.43944447163464306,80.09060663144436,18.095444123617636,98.186050755062,99.55443116343847,0.44556883656153445,18.170132373371928,17.730687901737276,97.58150098962047,97.58150098962047,RMB (High Sens),99.55277715587596,0.0016540075625073314,1.9712761662554925
45,98.64007789580265,0.32017215517884823,18.298169208723753,0.4561697821079965,80.3419086870789,18.162171581794606,98.50408026887351,99.53903735906793,0.46096264093206685,18.29816920872375,17.841999426615757,97.50701954438966,97.50701954438966,RMB (High Sens),99.5375411375994,0.001496221468528347,2.030521593209741
46,98.76968061452011,0.1488341686604931,1.5678936617535975,1.2692128579581285,97.20178695276651,0.44751497245596195,97.64930192522247,98.71691072117275,1.2830892788272479,1.567893661753601,0.29868080379546885,19.0498125658223,98.71691072117275,AMB (Standard),98.71497725814095,0.0019334630318041945,0.0019334630318041945
47,99.52856111310946,0.14507914417533008,2.0580383185619233,0.7933146448597697,97.47052279454753,1.409802817877484,98.88032561242503,99.20408781819144,0.7959121818085606,2.058038318561927,1.2647236737021539,61.45287297594591,98.88032561242503,SMB (High Purity),99.20292764610733,0.0011601720841127872,0.3226020336823012
48,99.17180914478423,0.1289242299091166,5.2798216148606985,0.12486157061277062,93.89198752992354,5.283884274157044,99.17587180408059,99.87425916569859,0.1257408343014106,5.279821614860694,5.154960044247928,97.63511762857048,99.17587180408059,SMB (High Purity),99.87409570150074,0.00016346419785406852,0.6982238974201493
49,98.11847992231863,0.3975069389494177,5.473659323154761,1.488063647874334,92.64482059916386,4.383102614229845,97.0279232133937,98.4895206399649,1.5104793600351059,5.473659323154763,3.985595675280427,72.8140982106887,72.8140982106887,RMB (High Sens),98.48340124199595,0.006119397968944895,25.66930303130725
50,99.1620419846974,0.3847528340917157,2.350338917165397,0.1565046678290799,96.811703067532,2.5785870834280322,99.39029015096003,99.84278281574612,0.15721718425388076,2.350338917165402,2.1938342493363168,93.34118723533558,99.39029015096003,SMB (High Purity),99.84217280655311,0.0006100091930107965,0.4518826555930815
51,98.80745885979184,0.12337239634183006,8.07503515288209,1.398687077193566,90.73242370690974,6.799720472030355,97.5321441789401,98.5861969828472,1.4138030171528015,8.075035152882094,6.676348075688525,82.6788732096806,82.6788732096806,RMB (High Sens),98.58443168832193,0.0017652945252706331,15.905558478641325
52,98.66153899984702,0.3241080302387892,11.960645157480101,1.0608946552709917,86.70089384236692,11.223858532447899,97.92475237481483,98.92823385298625,1.0717661470137472,11.960645157480101,10.899750502209109,91.13012181782254,91.13012181782254,RMB (High Sens),98.92471304823997,0.0035208047462873537,7.794591230417424
53,99.30583814442043,0.13387046209707598,11.774162911689542,1.0208460049428538,87.53167523273089,10.887187368843763,98.41886260157466,98.97340205512634,1.0265979448736573,11.774162911689544,10.753316906746688,91.32977849381253,98.41886260157466,SMB (High Purity),98.9720181370825,0.0013839180438424137,0.553155535507841
54,99.51549976124798,0.46149830824357674,11.096878784542557,0.1048231514752667,88.41862097670543,11.453553941310867,99.8721749180163,99.89515273162894,0.10484726837105995,11.096878784542554,10.99205563306729,99.05538166622783,99.8721749180163,SMB (High Purity),99.8946665075021,0.00048622412684551364,0.02249158948579577
55,99.4656400595581,0.462846967672053,7.104102535306195,1.5292322450441476,92.3615375242519,6.037717257934101,98.399254782186,98.46967337289172,1.5303266271082805,7.104102535306197,5.574870290262048,78.47395589458174,98.399254782186,SMB (High Purity),98.46255225007502,0.007121122816698744,0.06329746788901502
56,98.58039123838869,0.379293195925252,14.275885863673322,0.8466567718999022,84.30450537471536,13.808522287698672,98.11302766241403,99.14444273267475,0.8555572673252527,14.275885863673324,13.42922909177342,94.06932235249708,94.06932235249708,RMB (High Sens),99.14115093147429,0.003291801200461464,5.071828578977204
57,98.84539381207439,0.47047556857578,16.616436849130892,0.794263927835525,82.2289569629435,16.292648489871144,98.52160545281464,99.20026483905474,0.7997351609452608,16.616436849130892,15.822172921295364,95.22001055312246,95.22001055312246,RMB (High Sens),99.19645833032384,0.0038065087309036016,3.976447777201372
58,99.16563171570178,0.4245812121654763,7.252348196309464,1.3611875153304056,91.91328351939231,6.315741893144535,98.22902541253684,98.63321156234869,1.3667884376513086,7.25234819630947,5.891160680979059,81.23107883839495,98.22902541253684,SMB (High Purity),98.62735960858618,0.005851953762515905,0.3983341960493334
59,99.48777256356118,0.43141543037081975,2.1679395063395086,1.3980512426018292,97.31983305722167,1.2013036941084991,98.52113675133018,98.60081805039616,1.3991819496038431,2.1679395063395077,0.7698882637376794,35.512442182374805,98.52113675133018,SMB (High Purity),98.59475068485563,0.006067365540531,0.07361393352545065
60,98.76041288107736,0.32788314022797327,6.278439896291202,0.02272116177813764,92.48197298478615,6.583601874741038,99.06557485952719,99.97706978251675,0.02293021748324975,6.278439896291204,6.2557187345130645,99.63810815818177,99.63810815818177,RMB (High Sens),99.97699365452684,7.612798991374348e-05,0.33888549634507115
61,98.90717051166808,0.22242367928647036,3.178688764210604,0.20068439814078415,95.72848174745748,3.20042804535629,98.92890979281377,99.79755349572581,0.2024465042741923,3.178688764210605,2.9780043660698197,93.6865665994002,99.79755349572581,AMB (Standard),99.79709823150071,0.0004552642250956751,0.0004552642250956751
62,98.44683251299699,0.18711964604656864,9.613495180930027,0.40479902924970007,88.83333733206696,9.395815797726895,98.22915312979386,99.58959463715195,0.41040536284805285,9.61349518093003,9.208696151680327,95.78926268093741,95.78926268093741,RMB (High Sens),99.58881457237717,0.0007800647747728817,3.799551891439762
63,98.40189668795966,0.2308800088155717,3.5407354506635262,1.699700013869632,94.86116123729613,2.071915445609466,96.9330766829056,98.27673916238311,1.7232608376168912,3.540735450663533,1.8410354367938941,51.995848389319356,98.27673916238311,AMB (Standard),98.27269588180854,0.004043280574563823,0.004043280574563823
64,99.4062629111971,0.35139817203562485,9.525472774330558,1.2896569414339487,89.88079013686655,8.587214004932234,98.46800414179879,98.70721012558833,1.2927898744116675,9.525472774330552,8.23581583289661,86.46096658940291,98.46800414179879,SMB (High Purity),98.70264015197309,0.004569973615247136,0.2346360101742988
65,99.67812001428541,0.16906261433295958,4.8095564003306315,2.125929322672448,94.86856361395478,2.8526896919911433,97.72125330594592,97.87081691570623,2.1291830842937713,4.809556400330635,2.683627077658184,55.79780866014372,97.72125330594592,SMB (High Purity),97.8672056391435,0.00361127656272231,0.1459523331975845
66,98.96399493920984,0.20345609465492864,14.905256556516857,2.0241211474729175,84.05873838269298,13.084591503698867,97.14332988639185,97.95888557548818,2.041114424511818,14.90525655651686,12.881135409043939,86.42008515721966,86.42008515721966,RMB (High Sens),97.954689330482,0.00419624500618454,11.534604173262338
67,99.50176644894601,0.2872243451181858,1.03758069629899,2.8778512122435576,98.46418575264703,-1.5530461708263819,96.91113958182065,97.11606341607101,2.8839365839289854,1.0375806962989884,-1.8402705159445676,-177.36167630226197,96.91113958182065,SMB (High Purity),97.10773857093264,0.00832484513837528,0.19659898911199036
68,99.18081801252382,0.19322003940984622,11.317552924722548,0.7093674471365036,87.86326508780127,10.80140551699589,98.66467060479715,99.28616421246181,0.7138357875381871,11.317552924722548,10.608185477586044,93.7321481785437,98.66467060479715,SMB (High Purity),99.28477354658747,0.0013906658743394473,0.6201029417903214
69,98.67744012269743,0.33545746788642467,3.8050213609411054,0.6348263305863456,94.87241876175632,3.5056524982411843,98.37807125999751,99.35884481109588,0.641155188904122,3.8050213609411117,3.1701950303547597,83.31609023006015,99.35884481109588,AMB (Standard),99.3566651812238,0.002179629872074429,0.002179629872074429
70,99.18069780275421,0.469270411382532,0.5193413571577279,2.6669215658114442,98.66135644559648,-1.6783097972711842,96.9830466483253,97.32371057050362,2.6762894294963786,0.5193413571577281,-2.147580208653716,-413.51996698415815,96.9830466483253,SMB (High Purity),97.31104778964624,0.012662780857382927,0.3280011413209394
71,99.76901828323298,0.3992357462812506,17.44940171726374,0.4069289078056767,82.31961656596924,17.44170855573931,99.76132512170855,99.5937546164219,0.4062453835780957,17.44940171726374,17.04247280945806,97.6679492260008,99.76132512170855,SMB (High Purity),99.59212898472104,0.0016256317008611632,0.1691961369875088
72,98.98208698044502,0.3665706456595652,13.594791862374318,0.9275393429323561,85.3872951180707,13.033823165101527,98.42111828317222,99.06637959173729,0.933620408262712,13.594791862374322,12.667252519441963,93.17724498968265,93.17724498968265,RMB (High Sens),99.06292201828842,0.0034575734488697663,5.88567702860577
73,99.782321827907,0.3330885903935115,2.4293850299852062,0.3241134793299098,97.35293679792179,2.438360141048808,99.79129693897059,99.67626015018494,0.32373984981505544,2.4293850299852124,2.1052715506552966,86.65862037801851,99.79129693897059,SMB (High Purity),99.67517945725005,0.0010806929348916583,0.11611748172053638
74,97.69012744795513,0.29517916370282593,13.449411169835184,3.677336789507584,84.24071627811995,10.067253544030425,94.30796982215037,96.24705283203137,3.752947167968628,13.449411169835187,9.772074380327599,72.65800901562702,72.65800901562702,RMB (High Sens),96.23571297778611,0.011339854245264291,23.57770396215909
75,99.41095125218762,0.1746255438538639,12.427122988383172,0.7858739269483893,86.98382826380444,11.815874605288647,98.79970286909308,99.21085567585965,0.7891443241403522,12.427122988383175,11.641249061434783,93.67613945976856,98.79970286909308,SMB (High Purity),99.20946946282129,0.001386213038358619,0.40976659372820734
76,99.04352353411909,0.4578841821707462,9.730455397342466,0.3583129068803144,89.31306813677662,9.830026672632897,99.14309480940952,99.63989162052663,0.36010837947337393,9.730455397342467,9.372142490462151,96.31761420972983,99.14309480940952,SMB (High Purity),99.63822681777181,0.001664802754817174,0.4951320083622903
77,98.85049632476706,0.19941440080513453,8.675532919299473,1.766548459240135,90.1749634054676,7.1083988608644715,97.28336226633206,98.2165067628031,1.7834932371968932,8.67553291929947,6.908984460059337,79.63757989655834,79.63757989655834,RMB (High Sens),98.21290886245401,0.0035979003490922423,18.57532896589568
78,99.04588038826775,0.13652355103126432,17.797860376856832,0.4208505233332312,81.24802001141092,17.513533404554863,98.76155341596578,99.57568025514809,0.42431974485191404,17.797860376856832,17.3770098535236,97.63538698235615,98.76155341596578,SMB (High Purity),99.57509537834036,0.0005848768077214572,0.8135419623745861
79,98.00621554269955,0.40000607169147806,5.2803863880002995,4.310367623681444,92.72582915469926,1.3700248360103338,94.09585399070959,95.61982204685005,4.380177953149953,5.280386388000295,0.9700187643188557,18.37022318145559,18.37022318145559,RMB (High Sens),95.60194463196726,0.01787741488278982,77.23172145051167
80,98.89016405608125,0.17024621373246657,8.267046111760974,0.6873901187204874,90.62311794432027,7.749902206772954,98.37302015109323,99.3060899739379,0.693910026062099,8.267046111760976,7.579655993040487,91.68517860638778,91.68517860638778,RMB (High Sens),99.30489536013849,0.0011946137994129913,7.6197167537507084
81,99.17855628575587,0.2487583998164704,6.9177505514491315,1.638829231030555,92.26080573430674,5.527679720235047,97.78848545454179,98.35173137662103,1.6482686233789678,6.9177505514491315,5.2789213204185765,76.30979580945929,97.78848545454179,SMB (High Purity),98.34759721011797,0.004134166503064307,0.5591117555761826
82,99.73894702237075,0.1113139713163919,15.538420066214355,0.6352410809677254,84.2005269561564,15.014492956563021,99.21501991271941,99.36380628889103,0.636193711108973,15.538420066214357,14.90317898524663,95.9118039140353,99.21501991271941,SMB (High Purity),99.36309626286184,0.0007100260291821314,0.14807635014243203
83,98.74086489086318,0.15482717701617923,18.37107347153452,2.469507526610245,80.36979141932866,16.056393121940456,96.42618454126912,97.50291698761234,2.4970830123876624,18.371073471534515,15.901565944924277,86.55763077516035,86.55763077516035,RMB (High Sens),97.49900152349308,0.003915464119259582,10.94137074833273
84,98.59575319855341,0.16928145230396485,17.070743125434493,3.4084147271546428,81.52501007311892,13.831609850583817,95.35661992370274,96.54896620124353,3.4510337987564697,17.07074312543449,13.662328398279852,80.0335890352876,80.0335890352876,RMB (High Sens),96.54304103718268,0.0059251640608550815,16.50945200189507
85,98.74912147820773,0.12176405110007119,16.055226640845486,2.3261759720113746,82.69389483736224,13.850814719934185,96.54470955729641,97.64725888763093,2.352741112369074,16.05522664084549,13.729050668834114,85.5114099349215,85.5114099349215,RMB (High Sens),97.64435780573022,0.0029010819007027067,12.13294787080872
86,99.45770105885104,0.3626627826491381,19.74240393861662,2.8307447655114246,79.71529712023442,17.27432195575433,96.98961907598876,97.16416104232376,2.835838957676245,19.74240393861662,16.911659173105193,85.66160040938874,96.98961907598876,SMB (High Purity),97.15382043283263,0.010340609491123587,0.1642013568438756
87,99.16437555482985,0.43480311832124696,14.09431873300251,0.16117876676238602,85.07005682182734,14.36794308456137,99.43799990638871,99.83817259448364,0.16182740551636243,14.09431873300251,13.933139966240123,98.85642740301466,99.43799990638871,SMB (High Purity),99.83746303462249,0.0007095598611499554,0.3994631282337764
88,98.73511989811648,0.2493261625463764,15.145548928663908,3.866809971909638,83.58957096945257,11.528065119300646,95.11763608875322,96.09351759210749,3.9064824078925113,15.145548928663914,11.27873895675427,74.46900082577092,74.46900082577092,RMB (High Sens),96.08365293332326,0.009864658784223934,21.614652107552345
89,99.25663371655668,0.44983059068728026,19.66464952424787,1.4684493996751362,79.59198419230881,18.646030715260014,98.23801490756883,98.52722748732707,1.4727725126729325,19.664649524247864,18.196200124572734,92.53254222576186,98.23801490756883,SMB (High Purity),98.52055288932272,0.006674598004352106,0.2825379817538902
90,99.04853877467401,0.1853386298240506,0.6363203152838945,3.0513298303662264,98.41221845939012,-2.2296708852582814,96.18254757413183,96.92511276373051,3.0748872362694897,0.6363203152838963,-2.415009515082332,-379.5273319232104,96.18254757413183,SMB (High Purity),96.91935906565193,0.005753698078578395,0.7368114915201005
91,99.48432249526644,0.2301561694244958,12.863943340509119,1.730094279915381,86.62037915475732,11.364005230018233,97.98438438477555,98.26495178725935,1.7350482127406508,12.863943340509124,11.133849060593736,86.55082478117542,97.98438438477555,SMB (High Purity),98.26093776735756,0.0040140199017884015,0.27655338258200857
92,98.64897345306133,0.16029479721246737,14.909944873089147,0.3381837123008499,83.73902857997219,14.732055958000764,98.47108453797296,99.65774089992827,0.342259100071729,14.909944873089145,14.571761160788297,97.73182452933656,97.73182452933656,RMB (High Sens),99.65718476283814,0.0005561370901290275,1.9253602335015785
93,98.83616892670112,0.34822367816759947,18.3976275482653,1.4107026375380167,80.43854137843581,17.335148588894885,97.7736899673307,98.57769695363464,1.4223030463653572,18.397627548265305,16.986924910727286,92.33214916522738,92.33214916522738,RMB (High Sens),98.57268583671609,0.005011116918552716,6.240536671488712
94,98.80394592343391,0.26794783634812275,17.734963931594685,0.14302656650208523,81.06898199183922,17.859885201440722,98.92886719327994,99.85563355955536,0.1443664404446423,17.73496393159469,17.591937365092598,99.19353336689176,99.19353336689176,RMB (High Sens),99.85524205013743,0.0003915094179234302,0.6617086832456778
